purpose,2018
11110,9957.53592
11120,475.49878
11130,105
11182,485.32441
11220,14567.90671
11230,841.15599
11231,584.75992
11240,1494.71509
11320,1564.47264
11330,2915.27666
11420,3061.86743
11430,598.01919
12110,20259.10198
12181,66.225
12182,20
12191,627.03524
12220,7860.8954
12230,162.82738
12240,17188.93835
12250,26.5
12261,1272.80188
12262,1000
12263,1000
12281,720.90626
13020,421.11454
13030,1050.414
13040,6845.80764
13081,18.438
14010,399.876
14020,10
14030,2933.21155
14031,582.84405
14032,125.40492
14081,19.6
15110,1929.42685
15111,478.05183
15112,250
15113,1025
15114,500
15121,69
15130,323.02024
15132,11.00483
15137,55.043
15150,16302.52381
15151,952.03596
15152,450.3999
15153,168.149
15160,11744.18345
15170,4878.55442
15180,11278.66217
15210,257.994
15220,6554.02609
15230,1.08193
15250,3170
16010,19823.64677
16020,93.161
16050,213.295
16064,487.84451
16066,25.41088
21020,17.5
22020,29.13526
22040,29.8
23182,20
23630,46.27103
24010,12.24585
24040,452.36003
25010,1318.78
31110,1837.77593
31120,9932.67579
31130,3118.89424
31140,2415.05483
31150,481.43335
31161,3458.69571
31163,24.3
31164,1.75627
31166,435.74227
31181,216.47169
31182,2040.18355
31191,557.5
31194,707.619
31310,10.08743
31320,101.43589
32130,116.47169
32140,551.57713
32161,177.55581
32210,52.94168
33110,352.67612
33120,149.90339
33130,1000
33181,300
33210,5
41010,2750.501
41020,427.583
41030,205.56187
41040,13.3
41050,10
41081,32.09047
41082,2743
43010,2768.69861
43030,3139.53794
43040,7339.0136
43042,50
43082,2330.4
52010,9.114
72010,87226.42217
72040,5268.16673
72050,8583.67673
73010,608.64855
74020,4364.60516
91010,28044.49814
93010,47761.147
99810,371500.5472
99820,6135.16805

