purpose,2016
11110,13585.49507
11120,469.8582
11182,413.177
11220,3374.26149
11230,1793.55944
11240,1491.6828
11320,2469.975
11330,2168.26594
11420,4005.35572
11430,890.78
12110,28639.03054
12181,635.377
12182,477.81839
12191,436.218
12220,1396.17347
12230,2398.009
12240,11201.89229
12250,2092.433
12261,3067.28079
12262,1000
12263,1051.551
12281,624
13010,500
13020,1194.13821
13030,299.812
13040,6970.445
13081,18.438
14010,413
14015,250
14020,1200
14021,217.962
14030,2181.368
14031,680.77429
14032,466.907
14081,3.552
15110,2064.05357
15111,1816.18209
15113,562.67
15130,655.09137
15150,24274.65888
15151,973.39652
15152,500
15153,980
15160,9639.00906
15170,7317.16906
15210,469.89252
15220,4173.83117
15250,2967
16010,21175.73287
16020,201.07695
16030,73.554
16040,59.066
16050,1213.029
16061,5.73111
16064,2426.01355
21061,10.898
22010,0.436
22030,9.986
22040,1.36752
23210,27.232
23270,2.5
23630,88.778
24010,30.7152
24020,43.593
24040,398.33795
25010,2260.57574
31110,1000.33777
31120,14539.80995
31130,1814.11958
31140,452.857
31150,600.725
31161,1695.92895
31163,536.39818
31165,256
31166,68.032
31181,102.09968
31182,9220.75326
31191,10.5
31192,17.3
31193,2
31194,530
31195,11.6
31320,5.307
32130,500.744
32140,418.436
32161,277.767
32210,49.042
33110,154.2709
33120,66.4533
33140,10.698
33181,300
33210,6
41010,1501.76753
41030,35
41081,28.436
41082,3090.86552
43010,1806.6558
43030,94.668
43040,11823.7259
43082,811.306
52010,1170.5
60010,100
72010,87354.55857
72040,8661.41756
72050,4488.27388
73010,445.23805
74010,172.68168
91010,28069.13999
93010,963.10701
99810,355047.2769
99820,4966.19289

